노선명,size,min,max,mean
서초18-1,145,0.0,4.800127351076466,2.0601534276112976
서초20,103,0.0,5.42601695693988,2.4443900192700303
서초21,487,0.0,8.176396746535866,2.937991862929953
서초22,41,0.0,1.4467577234375941,0.8380651641944715
성동01,184,0.0,3.1883170552638314,1.2347876221501313
성동02,389,0.0,3.3061430644717125,1.0268244239505764
성동03-1,258,0.0,3.1693872723692538,1.3593574339170649
성동03-2,193,0.0,2.8756059281104753,1.2142869810653034
성동05,95,0.0,1.1653156532239233,0.6084305394382082
성동06,17,0.0,0.5445459185192417,0.3228297218496576
성동07,20,0.24682816495239568,1.4661910653127626,0.7526957926451308
성동08,336,0.0,4.0049099274509095,1.5136079614356845
성동09,57,0.0,0.7969931481934897,0.4119644262085299
성동10,210,0.0,2.52172823345348,1.1260361572776423
성동12,107,0.0,1.6474077434760277,0.7843003459816643
성동13,135,0.0,5.3685000328444525,2.2058979605438256
성동14,34,0.0,1.3744846171262983,0.6975406805706418
성북01,263,0.0,1.2979351484546175,0.7330364832163418
성북02,216,0.0,3.7113311680519345,1.2505048920902555
성북03,222,0.0,3.607849595262819,1.3587956654140727
성북04,260,0.0,2.675453651220941,1.2587718735573856
성북05,14,0.0,0.46159634308959935,0.34631581790916244
성북06,143,0.0,3.8516064992145242,1.504761256022088
성북07,50,0.0,2.3750969274116898,1.1341470524538424
성북08,93,0.0,1.6971470034215146,0.7719188253997576
성북09,171,0.0,1.8953285841466556,0.9651648673359586
성북10-1,311,0.0,2.3850003154620083,1.1113484653598296
성북10-2,96,0.0,2.417459261728043,1.2564471036647225
성북12,110,0.0,2.540084351469431,1.109725024270332
성북13,148,0.0,3.1466527807604887,1.295127861186726
성북14-1,80,0.0,2.8525905507459277,1.6302226792761654
성북14-2,68,0.0,2.370605196266984,1.1213663211844425
성북15,42,0.0,0.9411750020549173,0.5068099006804513
성북20,258,0.0,3.321088584280572,1.4057550753432209
성북21,228,0.0,2.4777343069589564,0.9859424904541384
성북22,120,0.0,1.6889818326784867,0.8059832976004107
송파01,89,0.0,4.768011963884121,1.8109412534186655
송파02,53,0.0,4.166734216238491,1.7900841432886578
송파03,13,0.49191405965423607,3.015634817554625,2.00933372504644
양천01,346,0.0,5.0336107340040055,1.6353564182822007
양천02,406,0.0,3.383421498151385,1.4543488713125834
양천03,686,0.0,5.676017666340175,2.1415383190556696
양천04,261,0.0,4.642266693162618,1.7879332803146841
영등포01,489,0.0,3.641806246491841,1.505350015558029
영등포02,220,0.0,2.8914418354062303,1.3481504765766934
영등포03,139,0.0,2.5044764293345176,1.1973249874426666
영등포04,414,0.0,4.327606800432326,1.6987109309099098
영등포05,304,0.0,3.3106510451115896,1.468845353955766
영등포06,107,0.0,2.1524442198294063,1.0589531922768827
영등포07,157,0.0,2.953424019012088,1.2933026455222125
영등포08,55,0.0,1.9566579127090826,0.865679151225393
영등포09,184,0.0,2.981566259662342,1.3084217665671631
영등포10,63,0.0,2.234425455319377,1.167361788144112
영등포11,41,0.0,1.9333232654513017,0.9856075847338166
영등포12,139,0.0,4.074208825607938,1.8258084243182946
영등포13,114,0.0,3.908145022138764,1.8228728050643384
용산01,200,0.0,2.0609617005248873,0.9178853497872419
용산02,394,0.0,2.812620704082629,1.2887276735456217
용산03,281,0.0,4.550895430377909,1.9694979719524361
용산04,300,0.0,2.8695096499167456,1.2300342513813793
은평01,21,0.0,1.5667355727769527,0.7151584104928143
은평02,227,0.0,3.5106488486403085,1.7711302636090123
은평03,103,0.0,1.6566266884050769,0.6424934300145372
은평04,127,0.0,3.1853496304627806,1.5778815400687547
은평05,291,0.0,2.6768745367671896,1.3506014985854822
은평06,103,0.0,2.8087910742379205,1.2266102014963658
은평07,48,0.0,1.3721602677628728,0.7134779111002896
은평08-1,104,0.0,1.5760795754797048,0.8614237925252726
은평08-2,86,0.0,1.5760795754797048,0.8942154121328444
은평09,158,0.0,2.179755037132123,0.9898060796547813
은평10,61,0.0,1.3780050373396688,0.7151653595258878
종로01,98,0.0,1.7375461485756138,0.7709374534558235
종로02,150,0.0,2.594640987084795,1.1725440086737176
종로03,278,0.0,2.347133866370019,1.080293759242665
종로05,209,0.0,1.43351711855176,0.7917856105987726
종로08,294,0.0,2.8797670111511082,1.2762815799843688
종로09,119,0.0,3.145641581870322,1.4683351778976461
종로11,132,0.0,4.2331863351736825,1.7023975584166677
종로12,81,0.0,2.0636078990400195,0.9792268049828013
종로13,116,0.16030537213083146,2.2391060944754804,0.9601886420026428
중랑01,30,0.0,2.0211754544076306,1.030254893988485
중랑02,204,0.0,3.410206661952747,1.5246207689427564
